iter	Passed	Remaining
414	115481	162786
415	115799	162564
416	116100	162318
417	116425	162104
418	116742	161879
419	117090	161696
420	117383	161436
421	117682	161185
422	117978	160930
423	118253	160646
424	118527	160360
425	118797	160070
426	119082	159799
427	119332	159481
428	119613	159205
429	119857	158881
430	120246	158747
431	120530	158475
432	120882	158291
433	121164	158016
434	121436	157727
435	121715	157448
436	122047	157237
437	122328	156960
438	122569	156632
439	122796	156286
440	123070	156001
441	123349	155721
442	123612	155421
443	123894	155147
444	124179	154875
445	124453	154590
446	124730	154308
447	124991	154006
448	125267	153724
449	125550	153450
450	125875	153227
451	126148	152940
452	126393	152621
453	126671	152340
454	126962	152075
455	127257	151815
456	127590	151600
457	127905	151364
458	128221	151127
459	128562	150920
460	128879	150685
461	129199	150453
462	129522	150223
463	129806	149948
464	130046	149623
465	130332	149350
466	130600	149058
467	130883	148782
468	131106	148437
469	131447	148228
470	131709	147928
471	132062	147731
472	132393	147507
473	132697	147254
474	132991	146990
475	133225	146660
476	133503	146378
477	133782	146097
478	134001	145751
479	134285	145475
480	134569	145200
481	134858	144930
482	135123	144635
483	135399	144351
484	135673	144065
485	135944	143776
486	136244	143518
487	136527	143241
488	136807	142962
489	137017	142610
490	137282	142315
491	137628	142104
492	138041	141961
493	138367	141729
494	138620	141421
495	138875	141115
496	139165	140845
497	139436	140556
498	139755	140315
499	140006	140006
500	140275	139715
501	140540	139420
502	140857	139177
503	141152	138912
504	141438	138637
505	141754	138392
506	142023	138101
507	142281	137799
508	142562	137521
509	142870	137267
510	143162	136999
511	143435	136711
512	143728	136443
513	144017	136171
514	144300	135894
515	144604	135636
516	144924	135393
517	145228	135135
518	145518	134863
519	145781	134567
520	146058	134283
521	146343	134008
522	146582	133690
523	146884	133429
524	147212	133192
525	147591	133000
526	147916	132759
527	148198	132480
528	148484	132204
529	148761	131920
530	149047	131644
531	149338	131372
532	149645	131115
533	149987	130888
534	150274	130612
535	150567	130342
536	150865	130075
537	151164	129810
538	151440	129524
539	151710	129234
540	152017	128975
541	152288	128686
542	152579	128414
543	152838	128114
544	153117	127832
545	153524	127655
546	153876	127433
547	154194	127182
548	154539	126953
549	154804	126658
550	155097	126385
551	155450	126162
552	155722	125873
553	156011	125597
554	156294	125317
555	156552	125016
556	156838	124738
557	157064	124413
558	157341	124127
559	157617	123842
560	157932	123587
561	158220	123310
562	158516	123040
563	158813	122771
564	159109	122500
565	159404	122229
566	159669	121934
567	160093	121761
568	160496	121571
569	160844	121338
570	161222	121128
571	161505	120846
572	161775	120555
573	162085	120293
574	162383	120022
575	162677	119748
576	162983	119483
577	163260	119196
578	163541	118913
579	163772	118593
580	164070	118323
581	164369	118052
582	164660	117775
583	164963	117508
584	165288	117255
585	165584	116982
586	165889	116716
587	166157	116423
588	166444	116143
589	166714	115852
590	166977	115556
591	167210	115239
592	167507	114967
593	167769	114670
594	168069	114400
595	168361	114124
596	168632	113834
597	168906	113546
598	169183	113259
599	169453	112968
600	169725	112679
601	170101	112459
602	170470	112233
603	170747	111946
604	171081	111697
605	171431	111458
606	171715	111176
607	172018	110906
608	172317	110633
609	172600	110350
610	172865	110057
611	173117	109754
612	173383	109460
613	173667	109178
614	173921	108877
615	174205	108595
616	174471	108302
617	174735	108008
618	175002	107715
619	175280	107430
620	175534	107129
621	175811	106843
622	176044	106530
623	176310	106238
624	176588	105953
625	176963	105725
626	177285	105466
627	177554	105175
628	177902	104931
629	178221	104669
630	178565	104422
631	178918	104180
632	179252	103926
633	179617	103691
634	179958	103440
635	180313	103198
636	180625	102931
637	180913	102649
638	181244	102393
639	181584	102141
640	181887	101868
641	182218	101611
642	182548	101352
643	182888	101099
644	183209	100836
645	183480	100545
646	183760	100258
647	184049	99977
648	184346	99700
649	184631	99416
650	184920	99135
651	185208	98853
652	185512	98580
653	185802	98299
654	186067	98004
655	186340	97715
656	186607	97422
657	186897	97141
658	187215	96875
659	187487	96584
660	187781	96305
661	188063	96020
662	188362	95743
663	188652	95462
664	188967	95194
665	189299	94934
666	189565	94640
667	189837	94350
668	190127	94069
669	190507	93832
670	190853	93578
671	191135	93292
672	191486	93040
673	191787	92763
674	192057	92472
675	192325	92179
676	192584	91882
677	192851	91590
678	193138	91306
679	193398	91010
680	193665	90718
681	193944	90431
682	194221	90143
683	194491	89852
684	194753	89558
685	195027	89269
686	195375	89013
687	195641	88721
688	195873	88413
689	196223	88158
690	196477	87860
691	196742	87567
692	196994	87268
693	197266	86979
694	197534	86687
695	197820	86404
696	198092	86114
697	198371	85828
698	198660	85546
699	198974	85274
700	199277	84998
701	199597	84729
702	199875	84442
703	200162	84159
704	200454	83878
705	200715	83583
706	200966	83285
707	201249	83001
708	201529	82715
709	201792	82422
710	202110	82151
711	202423	81879
712	202736	81606
713	203025	81324
714	203371	81064
715	203642	80774
716	203956	80501
717	204231	80213
718	204520	79930
719	204840	79660
720	205142	79382
721	205416	79093
722	205697	78808
723	206024	78539
724	206355	78272
725	206712	78015
726	207036	77745
727	207311	77456
728	207596	77172
729	207862	76880
730	208177	76606
731	208537	76349
732	208869	76082
733	209228	75823
734	209563	75556
735	209893	75287
736	210197	75009
737	210496	74729
738	210831	74461
739	211181	74198
740	211497	73924
741	211794	73642
742	212200	73399
743	212585	73147
744	212921	72879
745	213264	72612
746	213625	72352
747	213970	72086
748	214296	71813
749	214613	71537
750	214941	71265
751	215276	70995
752	215629	70731
753	215972	70463
754	216309	70193
755	216652	69924
756	217001	69658
757	217340	69388
758	217675	69117
759	218005	68843
760	218340	68572
761	218677	68300
762	218995	68023
763	219345	67755
764	219731	67499
765	220072	67228
766	220481	66978
767	220760	66687
768	221105	66417
769	221403	66133
770	221713	65852
771	222073	65586
772	222406	65312
773	222714	65030
774	223083	64766
775	223458	64503
776	223804	64232
777	224104	63947
778	224393	63659
779	224694	63375
780	225008	63094
781	225295	62806
782	225609	62525
783	225869	62229
784	226161	61942
785	226461	61657
786	226717	61360
787	227037	61081
788	227358	60801
789	227650	60514
790	227927	60223
791	228210	59933
792	228486	59642
793	228748	59347
794	229065	59067
795	229398	58790
796	229752	58519
797	230091	58243
798	230407	57962
799	230725	57681
800	231057	57403
801	231390	57126
802	231743	56853
803	232077	56576
804	232406	56297
805	232751	56022
806	233097	55746
807	233444	55471
808	233781	55194
809	234118	54916
810	234467	54641
811	234798	54362
812	235138	54084
813	235474	53806
814	235878	53542
815	236192	53259
816	236513	52976
817	236833	52693
818	237168	52414
819	237520	52138
820	237840	51855
821	238181	51576
822	238494	51292
823	238865	51019
824	239206	50740
825	239553	50462
826	239889	50182
827	240212	49899
828	240568	49622
829	240905	49342
830	241249	49062
831	241594	48783
832	241921	48500
833	242256	48218
834	242578	47934
835	242906	47651
836	243216	47364
837	243517	47076
838	243823	46788
839	244269	46527
840	244679	46259
841	245010	45975
842	245347	45693
843	245725	45418
844	246087	45140
845	246452	44862
846	246819	44584
847	247116	44294
848	247458	44011
849	247800	43729
850	248137	43445
851	248432	43154
852	248786	42874
853	249100	42586
854	249347	42287
855	249633	41994
856	249881	41695
857	250145	41399
858	250402	41102
859	250710	40813
860	250967	40516
861	251236	40221
862	251531	39930
863	251788	39633
864	252060	39338
865	252333	39044
866	252612	38751
867	252864	38454
868	253158	38163
869	253440	37870
870	253715	37576
871	253990	37283
872	254277	36991
873	254616	36706
874	254901	36414
875	255172	36120
876	255478	35831
877	255752	35537
878	256044	35246
879	256322	34953
880	256649	34666
881	257009	34384
882	257295	34092
883	257574	33799
884	257868	33508
885	258188	33220
886	258486	32930
887	258765	32637
888	259026	32341
889	259295	32047
890	259552	31752
891	259827	31458
892	260107	31166
893	260418	30877
894	260779	30594
895	261101	30306
896	261404	30016
897	261737	29729
898	262058	29441
899	262382	29153
900	262721	28867
901	263043	28579
902	263364	28290
903	263737	28007
904	264109	27724
905	264486	27441
906	264799	27151
907	265100	26860
908	265393	26568
909	265692	26277
910	265983	25985
911	266300	25695
912	266617	25406
913	266909	25114
914	267187	24820
915	267476	24528
916	267793	24238
917	268084	23946
918	268362	23653
919	268663	23362
920	268935	23068
921	269220	22775
922	269495	22482
923	269810	22192
924	270063	21897
925	270328	21602
926	270583	21308
927	270853	21014
928	271115	20720
929	271372	20425
930	271663	20134
931	271930	19840
932	272222	19548
933	272527	19257
934	272787	18963
935	273069	18671
936	273332	18377
937	273598	18084
938	273846	17789
939	274101	17495
940	274324	17199
941	274587	16906
942	274897	16616
943	275157	16322
944	275436	16030
945	275712	15738
946	275978	15445
947	276242	15152
948	276499	14859
949	276776	14567
950	277044	14274
951	277310	13982
952	277583	13689
953	277835	13396
954	278128	13105
955	278407	12813
956	278686	12521
957	278951	12229
958	279210	11937
959	279487	11645
960	279885	11358
961	280190	11067
962	280516	10777
963	280844	10487
964	281160	10197
965	281483	9907
966	281797	9616
967	282146	9327
968	282433	9035
969	282718	8743
970	283022	8452
971	283317	8161
972	283613	7870
973	283900	7578
974	284158	7286
975	284508	6996
976	284864	6706
977	285212	6415
978	285547	6125
979	285833	5833
980	286160	5542
981	286438	5250
982	286845	4960
983	287130	4668
984	287389	4376
985	287674	4084
986	287916	3792
987	288199	3500
988	288465	3208
989	288728	2916
990	288985	2624
991	289253	2332
992	289515	2040
993	289785	1749
994	290063	1457
995	290326	1165
996	290589	874
997	290827	582
998	291093	291
999	291357	0
