iter	Logloss
356	0.1668132266
357	0.1667817688
358	0.1667623796
359	0.1667429909
360	0.166715262
361	0.1666936333
362	0.1666740232
363	0.1666517924
364	0.1666277531
365	0.1666096204
366	0.1665806849
367	0.1665609568
368	0.166542714
369	0.1665224236
370	0.1665040669
371	0.1664860155
372	0.1664706793
373	0.1664529398
374	0.1664318709
375	0.1664094585
376	0.1663887871
377	0.1663728456
378	0.1663557721
379	0.1663391057
380	0.1663095774
381	0.1662962815
382	0.1662757185
383	0.1662586576
384	0.1662353073
385	0.1662069382
386	0.1661871052
387	0.1661722023
388	0.1661520082
389	0.1661343157
390	0.1661112756
391	0.1660906295
392	0.1660696533
393	0.1660548646
394	0.1660430561
395	0.1660171468
396	0.1659967049
397	0.1659809349
398	0.1659587777
399	0.165937186
400	0.1659159904
401	0.1658954656
402	0.1658771345
403	0.1658538747
404	0.1658288424
405	0.1658168096
406	0.1657947163
407	0.165772537
408	0.1657493884
409	0.1657265423
410	0.1657119705
411	0.1656937969
412	0.1656708679
413	0.165654773
414	0.1656417344
415	0.165622502
416	0.1656033232
417	0.165580666
418	0.1655607036
419	0.1655410583
420	0.1655227411
421	0.1655117513
422	0.1654914179
423	0.1654695348
424	0.1654556645
425	0.1654313975
426	0.1654091993
427	0.1653870754
428	0.1653679067
429	0.1653549919
430	0.1653394606
431	0.1653252068
432	0.1653022345
433	0.1652829596
434	0.1652581243
435	0.1652445916
436	0.1652238095
437	0.1652032415
438	0.1651883732
439	0.1651759503
440	0.165157228
441	0.1651413255
442	0.1651192221
443	0.1650997862
444	0.1650800483
445	0.1650570875
446	0.1650318033
447	0.1650150335
448	0.164990349
449	0.1649693857
450	0.1649460475
451	0.1649362362
452	0.1649216347
453	0.164904657
454	0.1648823741
455	0.1648553747
456	0.1648352617
457	0.1648177119
458	0.1647986505
459	0.1647767838
460	0.1647580447
461	0.1647359634
462	0.1647143609
463	0.1647005336
464	0.1646903852
465	0.1646694883
466	0.1646507565
467	0.1646264473
468	0.164615566
469	0.1645974067
470	0.1645750717
471	0.1645515942
472	0.1645335814
473	0.1645135462
474	0.1645001232
475	0.1644849499
476	0.1644608106
477	0.1644415244
478	0.1644299225
479	0.1644143439
480	0.1644000968
481	0.164377977
482	0.1643615244
483	0.1643524206
484	0.1643327942
485	0.1643164848
486	0.1642957599
487	0.1642745579
488	0.1642591261
489	0.1642464242
490	0.1642240132
491	0.1642075573
492	0.1641839597
493	0.1641618135
494	0.1641479595
495	0.1641291366
496	0.1641074225
497	0.1640898525
498	0.1640710149
499	0.1640622492
500	0.1640481718
501	0.1640309469
502	0.1640210515
503	0.1640045576
504	0.1639847876
505	0.1639707829
506	0.1639593127
507	0.1639456744
508	0.1639267208
509	0.1639078064
510	0.1638935555
511	0.163872398
512	0.1638521247
513	0.1638363075
514	0.1638242546
515	0.1638046898
516	0.1637839803
517	0.1637681309
518	0.1637524801
519	0.1637345167
520	0.163714649
521	0.1636926898
522	0.1636806364
523	0.1636685775
524	0.1636595399
525	0.1636412083
526	0.1636286852
527	0.1636126512
528	0.1635919626
529	0.1635753382
530	0.1635610656
531	0.1635388974
532	0.1635214094
533	0.1635027045
534	0.1634850996
535	0.1634669158
536	0.1634534488
537	0.163433756
538	0.1634132776
539	0.1633912622
540	0.1633705978
541	0.1633531427
542	0.1633282684
543	0.1633089735
544	0.1632874409
545	0.1632733515
546	0.1632559653
547	0.1632324649
548	0.1632132779
549	0.1632000055
550	0.1631798389
551	0.1631638778
552	0.1631433178
553	0.1631266658
554	0.1631065588
555	0.1630918418
556	0.1630769622
557	0.1630660124
558	0.1630480133
559	0.1630316302
560	0.1630104671
561	0.1630015868
562	0.1629832509
563	0.1629584617
564	0.1629402281
565	0.1629180801
566	0.1629095577
567	0.1628884498
568	0.162874898
569	0.1628613946
570	0.1628451514
571	0.1628287203
572	0.1628057315
573	0.1627890636
574	0.1627698983
575	0.1627512527
576	0.162732406
577	0.1627195783
578	0.1627076755
579	0.1626971747
580	0.1626794987
581	0.1626646341
582	0.162644833
583	0.162626596
584	0.1626129363
585	0.1625967376
586	0.1625800381
587	0.1625651044
588	0.1625494071
589	0.1625289331
590	0.1625136089
591	0.1624995399
592	0.1624805567
593	0.1624674841
594	0.1624477888
595	0.1624411164
596	0.1624222146
597	0.1624042147
598	0.1623893268
599	0.1623716441
600	0.1623560455
601	0.162339787
602	0.1623282325
603	0.1623183957
604	0.1622988865
605	0.1622820881
606	0.1622596458
607	0.1622395687
608	0.1622278582
609	0.1622101975
610	0.1621947354
611	0.1621861912
612	0.162170043
613	0.1621532469
614	0.1621386023
615	0.1621236983
616	0.1621034411
617	0.1620844021
618	0.1620722235
619	0.1620575694
620	0.1620440442
621	0.1620231735
622	0.1620112879
623	0.1619914394
624	0.1619792867
625	0.1619678003
626	0.1619476382
627	0.1619355593
628	0.1619166616
629	0.1618999086
630	0.1618860538
631	0.1618737104
632	0.1618583433
633	0.1618483526
634	0.1618307901
635	0.1618148133
636	0.1617997598
637	0.1617856275
638	0.1617656505
639	0.1617435569
640	0.1617241905
641	0.1617039294
642	0.1616863218
643	0.1616665343
644	0.1616499318
645	0.1616273695
646	0.1616128041
647	0.1615973136
648	0.1615861501
649	0.1615667817
650	0.1615473316
651	0.1615320775
652	0.1615138889
653	0.1615040092
654	0.1614960369
655	0.1614772288
656	0.1614575336
657	0.1614416839
658	0.1614219095
659	0.1614124468
660	0.1613927583
661	0.1613710592
662	0.1613571685
663	0.1613428535
664	0.161325508
665	0.1613082876
666	0.1612976433
667	0.1612851678
668	0.1612656254
669	0.1612540263
670	0.1612352871
671	0.1612175951
672	0.1611982853
673	0.1611780755
674	0.161166525
675	0.1611493541
676	0.1611395796
677	0.1611223372
678	0.1611068373
679	0.1610875365
680	0.161074322
681	0.1610571499
682	0.1610421587
683	0.1610254506
684	0.1610089682
685	0.1609986258
686	0.1609906541
687	0.1609726024
688	0.1609615043
689	0.1609444235
690	0.1609298619
691	0.1609118292
692	0.160897756
693	0.1608773886
694	0.1608610711
695	0.1608441017
696	0.1608277128
697	0.1608168635
698	0.1608035464
699	0.1607898994
700	0.1607716422
701	0.1607618499
702	0.1607446819
703	0.1607266308
704	0.1607074971
705	0.1606905468
706	0.1606761157
707	0.1606586537
708	0.1606392362
709	0.1606211679
710	0.1606083246
711	0.1605923353
712	0.160585714
713	0.1605682395
714	0.160548198
715	0.1605389065
716	0.1605232585
717	0.1605121744
718	0.1604973692
719	0.1604798849
720	0.1604699806
721	0.1604552077
722	0.1604339179
723	0.160420107
724	0.1604040972
725	0.1603877808
726	0.1603730401
727	0.1603548473
728	0.160337006
729	0.1603261064
730	0.1603122769
731	0.1603026271
732	0.1602846895
733	0.1602691527
734	0.1602497617
735	0.1602328816
736	0.160217764
737	0.1602029604
738	0.1601888031
739	0.160177209
740	0.1601692367
741	0.1601547593
742	0.160134416
743	0.1601197901
744	0.1601044258
745	0.1600848407
746	0.1600623868
747	0.1600457713
748	0.1600285097
749	0.16001932
750	0.1600032847
751	0.1599858239
752	0.1599726118
753	0.1599518544
754	0.1599383564
755	0.1599245917
756	0.1599069169
757	0.1598922206
758	0.1598766247
759	0.1598667729
760	0.1598499714
761	0.1598358599
762	0.1598247145
763	0.1598128022
764	0.1598001962
765	0.1597916657
766	0.1597769901
767	0.1597619146
768	0.1597473758
769	0.15973464
770	0.159718488
771	0.1597061564
772	0.1596941734
773	0.1596788243
774	0.1596646243
775	0.159646675
776	0.1596355736
777	0.1596196884
778	0.1596021665
779	0.159591991
780	0.1595737705
781	0.1595620417
782	0.1595476577
783	0.1595396455
784	0.1595305153
785	0.1595167838
786	0.1594983563
787	0.1594873988
788	0.1594783356
789	0.1594630924
790	0.1594507927
791	0.1594374691
792	0.159424262
793	0.1594078082
794	0.1593910152
795	0.1593784727
796	0.1593623842
797	0.1593515363
798	0.1593405115
799	0.159326345
800	0.1593073205
801	0.1592920602
802	0.1592761127
803	0.1592673862
804	0.1592502682
805	0.1592351614
806	0.1592213474
807	0.1592090173
808	0.1591947651
809	0.1591780539
810	0.1591632558
811	0.1591487572
812	0.1591343009
813	0.1591197215
814	0.159107955
815	0.1590965342
816	0.1590827575
817	0.1590670871
818	0.1590538295
819	0.1590388976
820	0.1590238473
821	0.1590067929
822	0.1589937886
823	0.1589842125
824	0.1589738789
825	0.1589609644
826	0.1589420759
827	0.1589308122
828	0.15891826
829	0.1589031944
830	0.1588860789
831	0.1588677293
832	0.1588523468
833	0.15883988
834	0.1588242909
835	0.1588078027
836	0.1587892591
837	0.1587805098
838	0.1587657677
839	0.1587557995
840	0.1587465909
841	0.1587305874
842	0.1587134854
843	0.1586993403
844	0.1586869599
845	0.1586756534
846	0.158658888
847	0.1586473984
848	0.1586375198
849	0.1586207412
850	0.1586053172
851	0.1585947951
852	0.1585841782
853	0.1585684044
854	0.1585619171
855	0.1585461876
856	0.1585365822
857	0.1585210663
858	0.1585087984
859	0.1584905714
860	0.1584745645
861	0.1584626812
862	0.1584521968
863	0.1584400884
864	0.1584300516
865	0.1584146006
866	0.1584012201
867	0.1583924906
868	0.1583758868
869	0.1583651386
870	0.1583500951
871	0.1583324727
872	0.1583153961
873	0.1583092323
874	0.1582945823
875	0.1582781618
876	0.1582708748
877	0.1582538073
878	0.1582415019
879	0.1582261115
880	0.1582178791
881	0.1582028139
882	0.158191734
883	0.1581742596
884	0.1581594755
885	0.1581470727
886	0.1581338881
887	0.1581148291
888	0.1580978241
889	0.158084662
890	0.1580754126
891	0.1580623497
892	0.1580503354
893	0.1580341928
894	0.1580188795
895	0.1580095386
896	0.1579923267
897	0.1579755604
898	0.1579644227
899	0.1579528162
900	0.1579414332
901	0.1579267603
902	0.1579120295
903	0.1578991417
904	0.1578815737
905	0.1578639254
906	0.1578488601
907	0.1578336031
908	0.1578204735
909	0.1578087968
910	0.1577929883
911	0.1577814143
912	0.1577711185
913	0.1577573377
914	0.1577404026
915	0.1577295619
916	0.1577187166
917	0.1577090771
918	0.1576908186
919	0.1576760351
920	0.1576605265
921	0.1576496206
922	0.1576365743
923	0.157625551
924	0.1576088298
925	0.1575943039
926	0.1575854891
927	0.1575709352
928	0.157555669
929	0.1575409102
930	0.1575308743
931	0.1575192281
932	0.1575020019
933	0.1574934275
934	0.1574861656
935	0.1574754699
936	0.157460691
937	0.1574469876
938	0.1574362597
939	0.1574241889
940	0.1574151553
941	0.1573964166
942	0.1573859181
943	0.1573732288
944	0.1573577754
945	0.1573499552
946	0.1573372722
947	0.1573239065
948	0.1573115034
949	0.1572955999
950	0.1572802229
951	0.1572645182
952	0.1572464196
953	0.1572321928
954	0.1572177853
955	0.1572039747
956	0.1571902606
957	0.1571747715
958	0.1571645909
959	0.1571452319
960	0.1571343756
961	0.1571194599
962	0.1571078855
963	0.157093604
964	0.1570798375
965	0.1570722661
966	0.157059442
967	0.1570412401
968	0.1570263662
969	0.1570096916
970	0.1569970135
971	0.1569838833
972	0.1569692963
973	0.1569569189
974	0.156947514
975	0.1569335494
976	0.1569205226
977	0.1569083347
978	0.1568959193
979	0.1568791496
980	0.1568696269
981	0.1568552114
982	0.1568460263
983	0.1568299759
984	0.1568241219
985	0.1568114737
986	0.1567944957
987	0.156779893
988	0.1567671176
989	0.156755858
990	0.1567389703
991	0.1567292943
992	0.1567158231
993	0.156704743
994	0.1566890603
995	0.1566755102
996	0.1566605087
997	0.1566497807
998	0.1566351517
999	0.1566210666
